dteday,season,year,month,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
2011-06-30,Fall,2011,Jun,0,Monday,Clear,0.696667,0.637008,43.416700000000006,0.18531199999999998,1027,4488,5515,workingday,Terlalu kering
2011-07-01,Fall,2011,Jul,0,Monday,Clear,0.7225,0.652162,39.625,0.10260799999999999,1246,4116,5362,workingday,Terlalu kering
2011-07-02,Fall,2011,Jul,0,Sunday,Clear,0.738333,0.667308,44.4583,0.11506199999999998,2204,2915,5119,weekend,Terlalu kering
2011-07-03,Fall,2011,Jul,0,Sunday,Misty,0.716667,0.668575,68.25,0.228858,2282,2367,4649,weekend,Terlalu Lembab
2011-07-04,Fall,2011,Jul,1,Sunday,Misty,0.726667,0.665417,63.7917,0.08147919999999999,3065,2978,6043,weekend,Ideal
2011-07-05,Fall,2011,Jul,0,Monday,Clear,0.746667,0.696338,59.0417,0.12625799999999998,1031,3634,4665,workingday,Ideal
2011-07-06,Fall,2011,Jul,0,Monday,Clear,0.72,0.685633,74.33330000000001,0.149883,784,3845,4629,workingday,Terlalu Lembab
2011-07-07,Fall,2011,Jul,0,Monday,Clear,0.75,0.686871,65.125,0.1592,754,3838,4592,workingday,Terlalu Lembab
2011-07-08,Fall,2011,Jul,0,Monday,Misty,0.709167,0.6704829999999999,75.79169999999999,0.225129,692,3348,4040,workingday,Terlalu Lembab
2011-07-09,Fall,2011,Jul,0,Sunday,Clear,0.733333,0.664158,60.9167,0.16791199999999998,1988,3348,5336,weekend,Ideal
2011-07-10,Fall,2011,Jul,0,Sunday,Clear,0.7475,0.690025,57.8333,0.183471,1743,3138,4881,weekend,Ideal
2011-07-11,Fall,2011,Jul,0,Monday,Clear,0.7625,0.729804,63.5833,0.282337,723,3363,4086,workingday,Ideal
2011-07-12,Fall,2011,Jul,0,Monday,Clear,0.794167,0.739275,55.9167,0.200254,662,3596,4258,workingday,Ideal
2011-07-13,Fall,2011,Jul,0,Monday,Clear,0.746667,0.689404,63.1667,0.14613299999999999,748,3594,4342,workingday,Ideal
2011-07-14,Fall,2011,Jul,0,Monday,Clear,0.680833,0.635104,47.625,0.24066700000000002,888,4196,5084,workingday,Ideal
2011-07-15,Fall,2011,Jul,0,Monday,Clear,0.663333,0.624371,59.12500000000001,0.182833,1318,4220,5538,workingday,Ideal
2011-07-16,Fall,2011,Jul,0,Sunday,Clear,0.686667,0.638263,58.5,0.208342,2418,3505,5923,weekend,Ideal
2011-07-17,Fall,2011,Jul,0,Sunday,Clear,0.719167,0.669833,60.4167,0.245033,2006,3296,5302,weekend,Ideal
2011-07-18,Fall,2011,Jul,0,Monday,Clear,0.746667,0.703925,65.125,0.215804,841,3617,4458,workingday,Terlalu Lembab
2011-07-19,Fall,2011,Jul,0,Monday,Clear,0.776667,0.747479,65.0417,0.1306,752,3789,4541,workingday,Terlalu Lembab
2011-07-20,Fall,2011,Jul,0,Monday,Clear,0.768333,0.74685,70.70830000000001,0.113817,644,3688,4332,workingday,Terlalu Lembab
2011-07-21,Fall,2011,Jul,0,Monday,Misty,0.815,0.826371,69.125,0.222021,632,3152,3784,workingday,Terlalu Lembab
2011-07-22,Fall,2011,Jul,0,Monday,Clear,0.848333,0.8408959999999999,58.0417,0.1331,562,2825,3387,workingday,Ideal
2011-07-23,Fall,2011,Jul,0,Sunday,Clear,0.849167,0.804287,50.0,0.131221,987,2298,3285,weekend,Ideal
2011-07-24,Fall,2011,Jul,0,Sunday,Clear,0.83,0.794829,55.0833,0.16917100000000002,1050,2556,3606,weekend,Ideal
2011-07-25,Fall,2011,Jul,0,Monday,Clear,0.743333,0.720958,75.7083,0.09080830000000001,568,3272,3840,workingday,Terlalu Lembab
2011-07-26,Fall,2011,Jul,0,Monday,Clear,0.771667,0.696979,54.0833,0.200258,750,3840,4590,workingday,Ideal
2011-07-27,Fall,2011,Jul,0,Monday,Clear,0.775,0.690667,40.291700000000006,0.18346300000000001,755,3901,4656,workingday,Terlalu kering
2011-07-28,Fall,2011,Jul,0,Monday,Clear,0.779167,0.7399,58.3333,0.178479,606,3784,4390,workingday,Ideal
2011-07-29,Fall,2011,Jul,0,Monday,Clear,0.838333,0.785967,54.25,0.17413800000000001,670,3176,3846,workingday,Ideal
2011-07-30,Fall,2011,Jul,0,Sunday,Clear,0.804167,0.728537,46.5833,0.168537,1559,2916,4475,weekend,Ideal
2011-07-31,Fall,2011,Jul,0,Sunday,Clear,0.805833,0.729796,48.0833,0.16481300000000002,1524,2778,4302,weekend,Ideal
2011-08-01,Fall,2011,Aug,0,Monday,Clear,0.771667,0.703292,55.0833,0.156717,729,3537,4266,workingday,Ideal
2011-08-02,Fall,2011,Aug,0,Monday,Clear,0.783333,0.707071,49.125,0.20585,801,4044,4845,workingday,Ideal
2011-08-03,Fall,2011,Aug,0,Monday,Misty,0.731667,0.679937,65.75,0.13558299999999998,467,3107,3574,workingday,Terlalu Lembab
2011-08-04,Fall,2011,Aug,0,Monday,Misty,0.71,0.664788,75.75,0.19715,799,3777,4576,workingday,Terlalu Lembab
2011-08-05,Fall,2011,Aug,0,Monday,Clear,0.710833,0.656567,63.083299999999994,0.184696,1023,3843,4866,workingday,Ideal
2011-08-06,Fall,2011,Aug,0,Sunday,Misty,0.716667,0.676154,75.5,0.22825,1521,2773,4294,weekend,Terlalu Lembab
2011-08-07,Fall,2011,Aug,0,Sunday,Clear,0.7425,0.715292,75.2917,0.201487,1298,2487,3785,weekend,Terlalu Lembab
2011-08-08,Fall,2011,Aug,0,Monday,Clear,0.765,0.703283,59.2083,0.192175,846,3480,4326,workingday,Ideal
2011-08-09,Fall,2011,Aug,0,Monday,Clear,0.775,0.724121,57.04169999999999,0.151121,907,3695,4602,workingday,Ideal
2011-08-10,Fall,2011,Aug,0,Monday,Clear,0.766667,0.684983,42.4167,0.200258,884,3896,4780,workingday,Terlalu kering
2011-08-11,Fall,2011,Aug,0,Monday,Clear,0.7175,0.651521,42.375,0.164796,812,3980,4792,workingday,Terlalu kering
2011-08-12,Fall,2011,Aug,0,Monday,Clear,0.708333,0.654042,41.5,0.125621,1051,3854,4905,workingday,Terlalu kering
2011-08-13,Fall,2011,Aug,0,Sunday,Misty,0.685833,0.645858,72.9583,0.211454,1504,2646,4150,weekend,Terlalu Lembab
2011-08-14,Fall,2011,Aug,0,Sunday,Misty,0.676667,0.624388,81.75,0.222633,1338,2482,3820,weekend,Terlalu Lembab
2011-08-15,Fall,2011,Aug,0,Monday,Clear,0.665833,0.616167,71.20830000000001,0.208954,775,3563,4338,workingday,Terlalu Lembab
2011-08-16,Fall,2011,Aug,0,Monday,Clear,0.700833,0.645837,57.8333,0.23632899999999998,721,4004,4725,workingday,Ideal
2011-08-17,Fall,2011,Aug,0,Monday,Clear,0.723333,0.666671,57.5417,0.14366700000000002,668,4026,4694,workingday,Ideal
2011-08-18,Fall,2011,Aug,0,Monday,Clear,0.711667,0.662258,65.45830000000001,0.233208,639,3166,3805,workingday,Terlalu Lembab
2011-08-19,Fall,2011,Aug,0,Monday,Misty,0.685,0.633221,72.2917,0.139308,797,3356,4153,workingday,Terlalu Lembab
2011-08-20,Fall,2011,Aug,0,Sunday,Clear,0.6975,0.648996,67.41669999999999,0.104467,1914,3277,5191,weekend,Terlalu Lembab
2011-08-21,Fall,2011,Aug,0,Sunday,Clear,0.710833,0.675525,77.0,0.248754,1249,2624,3873,weekend,Terlalu Lembab
2011-08-22,Fall,2011,Aug,0,Monday,Clear,0.691667,0.638254,47.0,0.27675,833,3925,4758,workingday,Ideal
2011-08-23,Fall,2011,Aug,0,Monday,Clear,0.640833,0.606067,45.5417,0.146763,1281,4614,5895,workingday,Ideal
2011-08-24,Fall,2011,Aug,0,Monday,Clear,0.673333,0.630692,60.5,0.253108,949,4181,5130,workingday,Ideal
2011-08-25,Fall,2011,Aug,0,Monday,Misty,0.684167,0.645854,77.1667,0.210833,435,3107,3542,workingday,Terlalu Lembab
2011-08-26,Fall,2011,Aug,0,Monday,Clear,0.7,0.659733,76.125,0.0839625,768,3893,4661,workingday,Terlalu Lembab
2011-08-27,Fall,2011,Aug,0,Sunday,Misty,0.68,0.635556,85.0,0.37561700000000003,226,889,1115,weekend,Terlalu Lembab
2011-08-28,Fall,2011,Aug,0,Sunday,Clear,0.707059,0.6479590000000001,56.1765,0.304659,1415,2919,4334,weekend,Ideal
2011-08-29,Fall,2011,Aug,0,Monday,Clear,0.636667,0.607958,55.45830000000001,0.159825,729,3905,4634,workingday,Ideal
2011-08-30,Fall,2011,Aug,0,Monday,Clear,0.639167,0.594704,54.833299999999994,0.12500799999999998,775,4429,5204,workingday,Ideal
2011-08-31,Fall,2011,Aug,0,Monday,Clear,0.656667,0.611121,59.791700000000006,0.08333330000000001,688,4370,5058,workingday,Ideal
2011-09-01,Fall,2011,Sep,0,Monday,Clear,0.655,0.614921,63.916700000000006,0.141796,783,4332,5115,workingday,Ideal
2011-09-02,Fall,2011,Sep,0,Monday,Misty,0.643333,0.604808,72.70830000000001,0.139929,875,3852,4727,workingday,Terlalu Lembab
2011-09-03,Fall,2011,Sep,0,Sunday,Clear,0.669167,0.633213,71.6667,0.185325,1935,2549,4484,weekend,Terlalu Lembab
2011-09-04,Fall,2011,Sep,0,Sunday,Clear,0.709167,0.665429,74.20830000000001,0.206467,2521,2419,4940,weekend,Terlalu Lembab
2011-09-05,Fall,2011,Sep,1,Sunday,Misty,0.673333,0.625646,79.0417,0.212696,1236,2115,3351,weekend,Terlalu Lembab
2011-09-06,Fall,2011,Sep,0,Monday,Light_rainsnow,0.54,0.5152,88.6957,0.343943,204,2506,2710,workingday,Terlalu Lembab
2011-09-07,Fall,2011,Sep,0,Monday,Light_rainsnow,0.599167,0.544229,91.7083,0.0970208,118,1878,1996,workingday,Terlalu Lembab
2011-09-08,Fall,2011,Sep,0,Monday,Light_rainsnow,0.6339130000000001,0.555361,93.9565,0.192748,153,1689,1842,workingday,Terlalu Lembab
2011-09-09,Fall,2011,Sep,0,Monday,Misty,0.65,0.578946,89.79169999999999,0.12437899999999999,417,3127,3544,workingday,Terlalu Lembab
2011-09-10,Fall,2011,Sep,0,Sunday,Clear,0.66,0.607962,75.375,0.153608,1750,3595,5345,weekend,Terlalu Lembab
2011-09-11,Fall,2011,Sep,0,Sunday,Clear,0.6533329999999999,0.609229,71.375,0.11505399999999999,1633,3413,5046,weekend,Terlalu Lembab
2011-09-12,Fall,2011,Sep,0,Monday,Clear,0.6443479999999999,0.60213,69.2174,0.088913,690,4023,4713,workingday,Terlalu Lembab
2011-09-13,Fall,2011,Sep,0,Monday,Clear,0.650833,0.603554,71.25,0.14180399999999999,701,4062,4763,workingday,Terlalu Lembab
2011-09-14,Fall,2011,Sep,0,Monday,Clear,0.673333,0.6269,69.7083,0.1673,647,4138,4785,workingday,Terlalu Lembab
2011-09-15,Fall,2011,Sep,0,Monday,Misty,0.5775,0.553671,70.9167,0.271146,428,3231,3659,workingday,Terlalu Lembab
2011-09-16,Fall,2011,Sep,0,Monday,Misty,0.469167,0.461475,59.0417,0.164183,742,4018,4760,workingday,Ideal
2011-09-17,Fall,2011,Sep,0,Sunday,Misty,0.491667,0.478512,71.8333,0.189675,1434,3077,4511,weekend,Terlalu Lembab
2011-09-18,Fall,2011,Sep,0,Sunday,Clear,0.5075,0.490537,69.5,0.178483,1353,2921,4274,weekend,Terlalu Lembab
2011-09-19,Fall,2011,Sep,0,Monday,Misty,0.549167,0.529675,69.0,0.15174200000000002,691,3848,4539,workingday,Terlalu Lembab
2011-09-20,Fall,2011,Sep,0,Monday,Misty,0.561667,0.532217,88.125,0.134954,438,3203,3641,workingday,Terlalu Lembab
2011-09-21,Fall,2011,Sep,0,Monday,Misty,0.595,0.5505329999999999,90.0,0.0964042,539,3813,4352,workingday,Terlalu Lembab
2011-09-22,Fall,2011,Sep,0,Monday,Misty,0.628333,0.554963,90.2083,0.128125,555,4240,4795,workingday,Terlalu Lembab
2011-09-23,Winter,2011,Sep,0,Monday,Misty,0.609167,0.522125,97.25,0.0783667,258,2137,2395,workingday,Terlalu Lembab
2011-09-24,Winter,2011,Sep,0,Sunday,Misty,0.606667,0.564412,86.25,0.0783833,1776,3647,5423,weekend,Terlalu Lembab
2011-09-25,Winter,2011,Sep,0,Sunday,Misty,0.634167,0.572637,84.5,0.0503792,1544,3466,5010,weekend,Terlalu Lembab
2011-09-26,Winter,2011,Sep,0,Monday,Misty,0.649167,0.589042,84.8333,0.1107,684,3946,4630,workingday,Terlalu Lembab
2011-09-27,Winter,2011,Sep,0,Monday,Misty,0.636667,0.574525,88.5417,0.118171,477,3643,4120,workingday,Terlalu Lembab
2011-09-28,Winter,2011,Sep,0,Monday,Misty,0.635,0.575158,84.875,0.14862899999999998,480,3427,3907,workingday,Terlalu Lembab
2011-09-29,Winter,2011,Sep,0,Monday,Clear,0.616667,0.574512,69.91669999999999,0.17288299999999998,653,4186,4839,workingday,Terlalu Lembab
2011-09-30,Winter,2011,Sep,0,Monday,Clear,0.564167,0.544829,64.75,0.206475,830,4372,5202,workingday,Ideal
2011-10-01,Winter,2011,Oct,0,Sunday,Misty,0.41,0.41286300000000004,75.375,0.292296,480,1949,2429,weekend,Terlalu Lembab
2011-10-02,Winter,2011,Oct,0,Sunday,Misty,0.356667,0.345317,79.1667,0.22201300000000002,616,2302,2918,weekend,Terlalu Lembab
2011-10-03,Winter,2011,Oct,0,Monday,Misty,0.384167,0.392046,76.0833,0.08334580000000001,330,3240,3570,workingday,Terlalu Lembab
2011-10-04,Winter,2011,Oct,0,Monday,Clear,0.484167,0.472858,71.0,0.205854,486,3970,4456,workingday,Terlalu Lembab
2011-10-05,Winter,2011,Oct,0,Monday,Clear,0.538333,0.527138,64.79169999999999,0.17725,559,4267,4826,workingday,Ideal
2011-10-06,Winter,2011,Oct,0,Monday,Clear,0.494167,0.480425,62.083299999999994,0.134954,639,4126,4765,workingday,Ideal
2011-10-07,Winter,2011,Oct,0,Monday,Clear,0.510833,0.504404,68.41669999999999,0.0223917,949,4036,4985,workingday,Terlalu Lembab
2011-10-08,Winter,2011,Oct,0,Sunday,Clear,0.521667,0.513242,70.125,0.0454042,2235,3174,5409,weekend,Terlalu Lembab
2011-10-09,Winter,2011,Oct,0,Sunday,Clear,0.540833,0.523983,72.75,0.06345,2397,3114,5511,weekend,Terlalu Lembab
2011-10-10,Winter,2011,Oct,1,Sunday,Clear,0.570833,0.542925,73.375,0.0423042,1514,3603,5117,weekend,Terlalu Lembab
2011-10-11,Winter,2011,Oct,0,Monday,Misty,0.566667,0.546096,80.875,0.143042,667,3896,4563,workingday,Terlalu Lembab
2011-10-12,Winter,2011,Oct,0,Monday,Light_rainsnow,0.543333,0.517717,90.625,0.24815,217,2199,2416,workingday,Terlalu Lembab
2011-10-13,Winter,2011,Oct,0,Monday,Misty,0.589167,0.551804,89.6667,0.141787,290,2623,2913,workingday,Terlalu Lembab
2011-10-14,Winter,2011,Oct,0,Monday,Misty,0.550833,0.529675,71.625,0.223883,529,3115,3644,workingday,Terlalu Lembab
2011-10-15,Winter,2011,Oct,0,Sunday,Clear,0.506667,0.498725,48.3333,0.258083,1899,3318,5217,weekend,Ideal
2011-10-16,Winter,2011,Oct,0,Sunday,Clear,0.511667,0.503154,48.6667,0.281717,1748,3293,5041,weekend,Ideal
2011-10-17,Winter,2011,Oct,0,Monday,Clear,0.5341670000000001,0.510725,57.958299999999994,0.175379,713,3857,4570,workingday,Ideal
2011-10-18,Winter,2011,Oct,0,Monday,Misty,0.5325,0.522721,70.1667,0.11008699999999999,637,4111,4748,workingday,Terlalu Lembab
2011-10-19,Winter,2011,Oct,0,Monday,Light_rainsnow,0.5417390000000001,0.513848,89.52170000000001,0.243339,254,2170,2424,workingday,Terlalu Lembab
2011-10-20,Winter,2011,Oct,0,Monday,Clear,0.475833,0.466525,63.625,0.422275,471,3724,4195,workingday,Ideal
2011-10-21,Winter,2011,Oct,0,Monday,Clear,0.4275,0.42359600000000003,57.4167,0.221396,676,3628,4304,workingday,Ideal
2011-10-22,Winter,2011,Oct,0,Sunday,Clear,0.4225,0.425492,62.916700000000006,0.09266669999999999,1499,2809,4308,weekend,Ideal
2011-10-23,Winter,2011,Oct,0,Sunday,Clear,0.421667,0.422333,74.125,0.0995125,1619,2762,4381,weekend,Terlalu Lembab
2011-10-24,Winter,2011,Oct,0,Monday,Clear,0.463333,0.457067,77.2083,0.11879200000000001,699,3488,4187,workingday,Terlalu Lembab
2011-10-25,Winter,2011,Oct,0,Monday,Clear,0.471667,0.463375,62.291700000000006,0.166658,695,3992,4687,workingday,Ideal
2011-10-26,Winter,2011,Oct,0,Monday,Misty,0.484167,0.472846,72.04169999999999,0.148642,404,3490,3894,workingday,Terlalu Lembab
2011-10-27,Winter,2011,Oct,0,Monday,Misty,0.47,0.457046,81.2917,0.19776300000000002,240,2419,2659,workingday,Terlalu Lembab
2011-10-28,Winter,2011,Oct,0,Monday,Misty,0.330833,0.318812,58.58330000000001,0.229479,456,3291,3747,workingday,Ideal
2011-10-29,Winter,2011,Oct,0,Sunday,Light_rainsnow,0.25416700000000003,0.227913,88.25,0.351371,57,570,627,weekend,Terlalu Lembab
2011-10-30,Winter,2011,Oct,0,Sunday,Clear,0.31916700000000003,0.321329,62.375,0.176617,885,2446,3331,weekend,Ideal
2011-10-31,Winter,2011,Oct,0,Monday,Clear,0.34,0.356063,70.3333,0.10635,362,3307,3669,workingday,Terlalu Lembab
2011-11-01,Winter,2011,Nov,0,Monday,Clear,0.400833,0.397088,68.375,0.135571,410,3658,4068,workingday,Terlalu Lembab
2011-11-02,Winter,2011,Nov,0,Monday,Clear,0.3775,0.390133,71.875,0.08209169999999999,370,3816,4186,workingday,Terlalu Lembab
2011-11-03,Winter,2011,Nov,0,Monday,Clear,0.408333,0.405921,70.20830000000001,0.136817,318,3656,3974,workingday,Terlalu Lembab
2011-11-04,Winter,2011,Nov,0,Monday,Misty,0.403333,0.40339200000000003,62.25000000000001,0.271779,470,3576,4046,workingday,Ideal
2011-11-05,Winter,2011,Nov,0,Sunday,Clear,0.326667,0.323854,51.916700000000006,0.18906199999999998,1156,2770,3926,weekend,Ideal
2011-11-06,Winter,2011,Nov,0,Sunday,Clear,0.348333,0.362358,73.4583,0.09205419999999999,952,2697,3649,weekend,Terlalu Lembab
2011-11-07,Winter,2011,Nov,0,Monday,Clear,0.395,0.400871,75.875,0.057225,373,3662,4035,workingday,Terlalu Lembab
2011-11-08,Winter,2011,Nov,0,Monday,Clear,0.408333,0.412246,72.1667,0.0690375,376,3829,4205,workingday,Terlalu Lembab
2011-11-09,Winter,2011,Nov,0,Monday,Clear,0.4,0.40907899999999997,75.83330000000001,0.06219580000000001,305,3804,4109,workingday,Terlalu Lembab
2011-11-10,Winter,2011,Nov,0,Monday,Misty,0.38,0.373721,81.3333,0.189067,190,2743,2933,workingday,Terlalu Lembab
2011-11-11,Winter,2011,Nov,1,Sunday,Clear,0.324167,0.306817,44.625,0.314675,440,2928,3368,weekend,Terlalu kering
2011-11-12,Winter,2011,Nov,0,Sunday,Clear,0.356667,0.357942,55.2917,0.212062,1275,2792,4067,weekend,Ideal
2011-11-13,Winter,2011,Nov,0,Sunday,Clear,0.440833,0.43055,45.8333,0.281721,1004,2713,3717,weekend,Ideal
2011-11-14,Winter,2011,Nov,0,Monday,Clear,0.53,0.524612,58.7083,0.306596,595,3891,4486,workingday,Ideal
2011-11-15,Winter,2011,Nov,0,Monday,Misty,0.53,0.507579,68.875,0.199633,449,3746,4195,workingday,Terlalu Lembab
2011-11-16,Winter,2011,Nov,0,Monday,Light_rainsnow,0.456667,0.451988,93.0,0.136829,145,1672,1817,workingday,Terlalu Lembab
2011-11-17,Winter,2011,Nov,0,Monday,Misty,0.341667,0.323221,57.5833,0.30536199999999997,139,2914,3053,workingday,Ideal
2011-11-18,Winter,2011,Nov,0,Monday,Clear,0.274167,0.272721,41.0,0.168533,245,3147,3392,workingday,Terlalu kering
2011-11-19,Winter,2011,Nov,0,Sunday,Clear,0.329167,0.32448299999999997,50.208299999999994,0.224496,943,2720,3663,weekend,Ideal
2011-11-20,Winter,2011,Nov,0,Sunday,Misty,0.463333,0.457058,68.4583,0.18595,787,2733,3520,weekend,Terlalu Lembab
2011-11-21,Winter,2011,Nov,0,Monday,Light_rainsnow,0.4475,0.445062,91.0,0.138054,220,2545,2765,workingday,Terlalu Lembab
2011-11-22,Winter,2011,Nov,0,Monday,Light_rainsnow,0.416667,0.421696,96.25,0.11879200000000001,69,1538,1607,workingday,Terlalu Lembab
2011-11-23,Winter,2011,Nov,0,Monday,Misty,0.440833,0.430537,75.79169999999999,0.335825,112,2454,2566,workingday,Terlalu Lembab
2011-11-24,Winter,2011,Nov,1,Sunday,Clear,0.37333299999999997,0.372471,54.9167,0.167304,560,935,1495,weekend,Ideal
2011-11-25,Winter,2011,Nov,0,Monday,Clear,0.375,0.380671,64.375,0.0988958,1095,1697,2792,workingday,Ideal
2011-11-26,Winter,2011,Nov,0,Sunday,Clear,0.375833,0.385087,68.1667,0.0684208,1249,1819,3068,weekend,Terlalu Lembab
2011-11-27,Winter,2011,Nov,0,Sunday,Clear,0.459167,0.4558,69.8333,0.208954,810,2261,3071,weekend,Terlalu Lembab
2011-11-28,Winter,2011,Nov,0,Monday,Clear,0.503478,0.490122,74.3043,0.142122,253,3614,3867,workingday,Terlalu Lembab
2011-11-29,Winter,2011,Nov,0,Monday,Misty,0.458333,0.451375,83.08330000000001,0.258092,96,2818,2914,workingday,Terlalu Lembab
2011-11-30,Winter,2011,Nov,0,Monday,Clear,0.325,0.311221,61.3333,0.271158,188,3425,3613,workingday,Ideal
2011-12-01,Winter,2011,Dec,0,Monday,Clear,0.3125,0.305554,52.4583,0.220158,182,3545,3727,workingday,Ideal
2011-12-02,Winter,2011,Dec,0,Monday,Clear,0.31416700000000003,0.331433,62.583299999999994,0.100754,268,3672,3940,workingday,Ideal
2011-12-03,Winter,2011,Dec,0,Sunday,Clear,0.299167,0.310604,61.291700000000006,0.0957833,706,2908,3614,weekend,Ideal
2011-12-04,Winter,2011,Dec,0,Sunday,Clear,0.330833,0.3491,77.5833,0.08395830000000001,634,2851,3485,weekend,Terlalu Lembab
2011-12-05,Winter,2011,Dec,0,Monday,Misty,0.385833,0.393925,82.70830000000001,0.06220830000000001,233,3578,3811,workingday,Terlalu Lembab
2011-12-06,Winter,2011,Dec,0,Monday,Light_rainsnow,0.4625,0.4564,94.9583,0.23258299999999998,126,2468,2594,workingday,Terlalu Lembab
2011-12-07,Winter,2011,Dec,0,Monday,Light_rainsnow,0.41,0.400246,97.04169999999999,0.266175,50,655,705,workingday,Terlalu Lembab
2011-12-08,Winter,2011,Dec,0,Monday,Clear,0.265833,0.256938,57.99999999999999,0.240058,150,3172,3322,workingday,Ideal
2011-12-09,Winter,2011,Dec,0,Monday,Clear,0.290833,0.317542,69.58330000000001,0.08271669999999999,261,3359,3620,workingday,Terlalu Lembab
2011-12-10,Winter,2011,Dec,0,Sunday,Clear,0.275,0.266412,50.74999999999999,0.233221,502,2688,3190,weekend,Ideal
2011-12-11,Winter,2011,Dec,0,Sunday,Clear,0.220833,0.253154,49.0,0.0665417,377,2366,2743,weekend,Ideal
2011-12-12,Winter,2011,Dec,0,Monday,Clear,0.238333,0.270196,67.08330000000001,0.06345,143,3167,3310,workingday,Terlalu Lembab
2011-12-13,Winter,2011,Dec,0,Monday,Clear,0.2825,0.301138,59.0,0.14055,155,3368,3523,workingday,Ideal
2011-12-14,Winter,2011,Dec,0,Monday,Misty,0.3175,0.338362,66.375,0.06095830000000001,178,3562,3740,workingday,Terlalu Lembab
2011-12-15,Winter,2011,Dec,0,Monday,Misty,0.4225,0.41223699999999996,63.416700000000006,0.268042,181,3528,3709,workingday,Ideal
2011-12-16,Winter,2011,Dec,0,Monday,Misty,0.375,0.359825,50.0417,0.260575,178,3399,3577,workingday,Ideal
2011-12-17,Winter,2011,Dec,0,Sunday,Misty,0.258333,0.249371,56.0833,0.243167,275,2464,2739,weekend,Ideal
2011-12-18,Winter,2011,Dec,0,Sunday,Clear,0.238333,0.245579,58.62500000000001,0.16977899999999999,220,2211,2431,weekend,Ideal
2011-12-19,Winter,2011,Dec,0,Monday,Clear,0.276667,0.280933,63.74999999999999,0.172896,260,3143,3403,workingday,Ideal
2011-12-20,Winter,2011,Dec,0,Monday,Misty,0.385833,0.396454,59.5417,0.06157080000000001,216,3534,3750,workingday,Ideal
2011-12-21,Spring,2011,Dec,0,Monday,Misty,0.428333,0.428017,85.83330000000001,0.2214,107,2553,2660,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,0,Monday,Misty,0.423333,0.426121,75.75,0.047275,227,2841,3068,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,0,Monday,Clear,0.37333299999999997,0.377513,68.625,0.274246,163,2046,2209,workingday,Terlalu Lembab
2011-12-24,Spring,2011,Dec,0,Sunday,Clear,0.3025,0.299242,54.25,0.190304,155,856,1011,weekend,Ideal
2011-12-25,Spring,2011,Dec,0,Sunday,Clear,0.274783,0.279961,68.13040000000001,0.155091,303,451,754,weekend,Terlalu Lembab
2011-12-26,Spring,2011,Dec,1,Sunday,Clear,0.321739,0.315535,50.6957,0.239465,430,887,1317,weekend,Ideal
2011-12-27,Spring,2011,Dec,0,Monday,Misty,0.325,0.327633,76.25,0.18845,103,1059,1162,workingday,Terlalu Lembab
2011-12-28,Spring,2011,Dec,0,Monday,Clear,0.29913,0.279974,50.39130000000001,0.29396100000000003,255,2047,2302,workingday,Ideal
2011-12-29,Spring,2011,Dec,0,Monday,Clear,0.248333,0.263892,57.4167,0.11941199999999999,254,2169,2423,workingday,Ideal
