dteday,season,year,month,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
2012-06-29,Fall,2012,Jun,0,Monday,Clear,0.834167,0.786613,48.875,0.165417,829,4634,5463,workingday,Ideal
2012-06-30,Fall,2012,Jun,0,Sunday,Clear,0.765,0.687508,60.12499999999999,0.161071,1455,4232,5687,weekend,Ideal
2012-07-01,Fall,2012,Jul,0,Sunday,Clear,0.815833,0.750629,51.87500000000001,0.16852899999999998,1421,4110,5531,weekend,Ideal
2012-07-02,Fall,2012,Jul,0,Monday,Clear,0.781667,0.702038,44.7083,0.195267,904,5323,6227,workingday,Terlalu kering
2012-07-03,Fall,2012,Jul,0,Monday,Clear,0.780833,0.70265,49.2083,0.126237,1052,5608,6660,workingday,Ideal
2012-07-04,Fall,2012,Jul,1,Sunday,Clear,0.789167,0.732337,53.87499999999999,0.13495,2562,4841,7403,weekend,Ideal
2012-07-05,Fall,2012,Jul,0,Monday,Clear,0.8275,0.761367,45.7917,0.194029,1405,4836,6241,workingday,Ideal
2012-07-06,Fall,2012,Jul,0,Monday,Clear,0.828333,0.752533,45.0833,0.146142,1366,4841,6207,workingday,Ideal
2012-07-07,Fall,2012,Jul,0,Sunday,Clear,0.861667,0.804913,49.2083,0.163554,1448,3392,4840,weekend,Ideal
2012-07-08,Fall,2012,Jul,0,Sunday,Clear,0.8225,0.790396,57.375,0.125629,1203,3469,4672,weekend,Ideal
2012-07-09,Fall,2012,Jul,0,Monday,Misty,0.710833,0.654054,68.3333,0.180975,998,5571,6569,workingday,Terlalu Lembab
2012-07-10,Fall,2012,Jul,0,Monday,Misty,0.720833,0.664796,66.75,0.15173699999999998,954,5336,6290,workingday,Terlalu Lembab
2012-07-11,Fall,2012,Jul,0,Monday,Clear,0.716667,0.650271,63.3333,0.15173299999999998,975,6289,7264,workingday,Ideal
2012-07-12,Fall,2012,Jul,0,Monday,Clear,0.7158329999999999,0.654683,52.9583,0.146775,1032,6414,7446,workingday,Ideal
2012-07-13,Fall,2012,Jul,0,Monday,Misty,0.731667,0.667933,48.5833,0.08085,1511,5988,7499,workingday,Ideal
2012-07-14,Fall,2012,Jul,0,Sunday,Misty,0.703333,0.666042,69.91669999999999,0.143679,2355,4614,6969,weekend,Terlalu Lembab
2012-07-15,Fall,2012,Jul,0,Sunday,Clear,0.745833,0.705196,71.7917,0.166667,1920,4111,6031,weekend,Terlalu Lembab
2012-07-16,Fall,2012,Jul,0,Monday,Clear,0.763333,0.724125,64.5,0.164187,1088,5742,6830,workingday,Ideal
2012-07-17,Fall,2012,Jul,0,Monday,Clear,0.818333,0.755683,50.583299999999994,0.114429,921,5865,6786,workingday,Ideal
2012-07-18,Fall,2012,Jul,0,Monday,Clear,0.793333,0.745583,57.7083,0.137442,799,4914,5713,workingday,Ideal
2012-07-19,Fall,2012,Jul,0,Monday,Clear,0.77,0.714642,60.0417,0.165429,888,5703,6591,workingday,Ideal
2012-07-20,Fall,2012,Jul,0,Monday,Misty,0.665833,0.613025,84.4167,0.208967,747,5123,5870,workingday,Terlalu Lembab
2012-07-21,Fall,2012,Jul,0,Sunday,Light_rainsnow,0.595833,0.549912,86.5417,0.2133,1264,3195,4459,weekend,Terlalu Lembab
2012-07-22,Fall,2012,Jul,0,Sunday,Misty,0.6675,0.623125,76.25,0.09392080000000001,2544,4866,7410,weekend,Terlalu Lembab
2012-07-23,Fall,2012,Jul,0,Monday,Clear,0.741667,0.690017,69.41669999999999,0.138683,1135,5831,6966,workingday,Terlalu Lembab
2012-07-24,Fall,2012,Jul,0,Monday,Clear,0.750833,0.70645,65.5,0.211454,1140,6452,7592,workingday,Terlalu Lembab
2012-07-25,Fall,2012,Jul,0,Monday,Clear,0.724167,0.654054,45.0,0.1648,1383,6790,8173,workingday,Ideal
2012-07-26,Fall,2012,Jul,0,Monday,Clear,0.776667,0.739263,59.666700000000006,0.28481300000000004,1036,5825,6861,workingday,Ideal
2012-07-27,Fall,2012,Jul,0,Monday,Clear,0.781667,0.734217,59.458299999999994,0.15299200000000002,1259,5645,6904,workingday,Ideal
2012-07-28,Fall,2012,Jul,0,Sunday,Clear,0.755833,0.697604,61.3333,0.15735,2234,4451,6685,weekend,Ideal
2012-07-29,Fall,2012,Jul,0,Sunday,Clear,0.7216670000000001,0.667933,62.375,0.170396,2153,4444,6597,weekend,Ideal
2012-07-30,Fall,2012,Jul,0,Monday,Clear,0.730833,0.684987,66.875,0.153617,1040,6065,7105,workingday,Terlalu Lembab
2012-07-31,Fall,2012,Jul,0,Monday,Clear,0.713333,0.662896,70.41669999999999,0.165425,968,6248,7216,workingday,Terlalu Lembab
2012-08-01,Fall,2012,Aug,0,Monday,Clear,0.7175,0.667308,67.75,0.141179,1074,6506,7580,workingday,Terlalu Lembab
2012-08-02,Fall,2012,Aug,0,Monday,Clear,0.7525,0.707088,65.95830000000001,0.129354,983,6278,7261,workingday,Terlalu Lembab
2012-08-03,Fall,2012,Aug,0,Monday,Misty,0.765833,0.722867,64.25,0.215792,1328,5847,7175,workingday,Ideal
2012-08-04,Fall,2012,Aug,0,Sunday,Clear,0.793333,0.751267,61.3333,0.257458,2345,4479,6824,weekend,Ideal
2012-08-05,Fall,2012,Aug,0,Sunday,Clear,0.769167,0.731079,65.25,0.290421,1707,3757,5464,weekend,Terlalu Lembab
2012-08-06,Fall,2012,Aug,0,Monday,Misty,0.7525,0.710246,65.4167,0.129354,1233,5780,7013,workingday,Terlalu Lembab
2012-08-07,Fall,2012,Aug,0,Monday,Misty,0.735833,0.697621,70.375,0.116908,1278,5995,7273,workingday,Terlalu Lembab
2012-08-08,Fall,2012,Aug,0,Monday,Misty,0.75,0.707717,67.29169999999999,0.1107,1263,6271,7534,workingday,Terlalu Lembab
2012-08-09,Fall,2012,Aug,0,Monday,Clear,0.755833,0.699508,62.0417,0.1561,1196,6090,7286,workingday,Ideal
2012-08-10,Fall,2012,Aug,0,Monday,Misty,0.7158329999999999,0.667942,71.5833,0.238813,1065,4721,5786,workingday,Terlalu Lembab
2012-08-11,Fall,2012,Aug,0,Sunday,Misty,0.6925,0.638267,73.2917,0.206479,2247,4052,6299,weekend,Terlalu Lembab
2012-08-12,Fall,2012,Aug,0,Sunday,Clear,0.700833,0.644579,53.041700000000006,0.122512,2182,4362,6544,weekend,Ideal
2012-08-13,Fall,2012,Aug,0,Monday,Clear,0.720833,0.662254,54.541700000000006,0.136212,1207,5676,6883,workingday,Ideal
2012-08-14,Fall,2012,Aug,0,Monday,Clear,0.726667,0.676779,68.6667,0.169158,1128,5656,6784,workingday,Terlalu Lembab
2012-08-15,Fall,2012,Aug,0,Monday,Clear,0.706667,0.654037,61.9583,0.169771,1198,6149,7347,workingday,Ideal
2012-08-16,Fall,2012,Aug,0,Monday,Clear,0.719167,0.654688,51.916700000000006,0.141796,1338,6267,7605,workingday,Ideal
2012-08-17,Fall,2012,Aug,0,Monday,Clear,0.723333,0.2424,57.0833,0.231354,1483,5665,7148,workingday,Ideal
2012-08-18,Fall,2012,Aug,0,Sunday,Clear,0.678333,0.618071,60.3333,0.177867,2827,5038,7865,weekend,Ideal
2012-08-19,Fall,2012,Aug,0,Sunday,Misty,0.635833,0.603554,71.1667,0.08645,1208,3341,4549,weekend,Terlalu Lembab
2012-08-20,Fall,2012,Aug,0,Monday,Misty,0.635833,0.595967,73.4167,0.12997899999999998,1026,5504,6530,workingday,Terlalu Lembab
2012-08-21,Fall,2012,Aug,0,Monday,Clear,0.649167,0.601025,67.375,0.07277080000000001,1081,5925,7006,workingday,Terlalu Lembab
2012-08-22,Fall,2012,Aug,0,Monday,Clear,0.6675,0.621854,67.7083,0.0702833,1094,6281,7375,workingday,Terlalu Lembab
2012-08-23,Fall,2012,Aug,0,Monday,Clear,0.695833,0.637008,63.5833,0.08459580000000001,1363,6402,7765,workingday,Ideal
2012-08-24,Fall,2012,Aug,0,Monday,Misty,0.7025,0.6471,61.5,0.07214580000000001,1325,6257,7582,workingday,Ideal
2012-08-25,Fall,2012,Aug,0,Sunday,Misty,0.661667,0.618696,71.2917,0.244408,1829,4224,6053,weekend,Terlalu Lembab
2012-08-26,Fall,2012,Aug,0,Sunday,Misty,0.6533329999999999,0.595996,84.5833,0.228858,1483,3772,5255,weekend,Terlalu Lembab
2012-08-27,Fall,2012,Aug,0,Monday,Clear,0.703333,0.654688,73.04169999999999,0.128733,989,5928,6917,workingday,Terlalu Lembab
2012-08-28,Fall,2012,Aug,0,Monday,Clear,0.728333,0.66605,62.0,0.190925,935,6105,7040,workingday,Ideal
2012-08-29,Fall,2012,Aug,0,Monday,Clear,0.685,0.635733,55.2083,0.112562,1177,6520,7697,workingday,Ideal
2012-08-30,Fall,2012,Aug,0,Monday,Clear,0.706667,0.652779,59.0417,0.0771167,1172,6541,7713,workingday,Ideal
2012-08-31,Fall,2012,Aug,0,Monday,Clear,0.764167,0.6894,58.75,0.168533,1433,5917,7350,workingday,Ideal
2012-09-01,Fall,2012,Sep,0,Sunday,Misty,0.753333,0.702654,63.8333,0.113187,2352,3788,6140,weekend,Ideal
2012-09-02,Fall,2012,Sep,0,Sunday,Misty,0.696667,0.649,81.5,0.06407080000000001,2613,3197,5810,weekend,Terlalu Lembab
2012-09-03,Fall,2012,Sep,1,Sunday,Clear,0.7075,0.661629,79.0833,0.151121,1965,4069,6034,weekend,Terlalu Lembab
2012-09-04,Fall,2012,Sep,0,Monday,Clear,0.725833,0.686888,75.5,0.236321,867,5997,6864,workingday,Terlalu Lembab
2012-09-05,Fall,2012,Sep,0,Monday,Clear,0.736667,0.708983,74.125,0.187808,832,6280,7112,workingday,Terlalu Lembab
2012-09-06,Fall,2012,Sep,0,Monday,Misty,0.696667,0.655329,81.0417,0.142421,611,5592,6203,workingday,Terlalu Lembab
2012-09-07,Fall,2012,Sep,0,Monday,Clear,0.703333,0.657204,73.625,0.171646,1045,6459,7504,workingday,Terlalu Lembab
2012-09-08,Fall,2012,Sep,0,Sunday,Misty,0.6591670000000001,0.611121,79.91669999999999,0.281104,1557,4419,5976,weekend,Terlalu Lembab
2012-09-09,Fall,2012,Sep,0,Sunday,Clear,0.61,0.578925,54.75,0.224496,2570,5657,8227,weekend,Ideal
2012-09-10,Fall,2012,Sep,0,Monday,Clear,0.583333,0.565654,50.375,0.258713,1118,6407,7525,workingday,Ideal
2012-09-11,Fall,2012,Sep,0,Monday,Clear,0.5775,0.554292,52.0,0.09205419999999999,1070,6697,7767,workingday,Ideal
2012-09-12,Fall,2012,Sep,0,Monday,Clear,0.599167,0.570075,57.7083,0.131846,1050,6820,7870,workingday,Ideal
2012-09-13,Fall,2012,Sep,0,Monday,Clear,0.6125,0.579558,63.708299999999994,0.08272080000000001,1054,6750,7804,workingday,Ideal
2012-09-14,Fall,2012,Sep,0,Monday,Clear,0.633333,0.594083,67.25,0.10386300000000001,1379,6630,8009,workingday,Terlalu Lembab
2012-09-15,Fall,2012,Sep,0,Sunday,Clear,0.608333,0.585867,50.1667,0.247521,3160,5554,8714,weekend,Ideal
2012-09-16,Fall,2012,Sep,0,Sunday,Clear,0.58,0.563125,56.99999999999999,0.09018330000000001,2166,5167,7333,weekend,Ideal
2012-09-17,Fall,2012,Sep,0,Monday,Misty,0.580833,0.55305,73.4583,0.15174200000000002,1022,5847,6869,workingday,Terlalu Lembab
2012-09-18,Fall,2012,Sep,0,Monday,Misty,0.623333,0.565067,87.25,0.357587,371,3702,4073,workingday,Terlalu Lembab
2012-09-19,Fall,2012,Sep,0,Monday,Clear,0.5525,0.540404,53.6667,0.215175,788,6803,7591,workingday,Ideal
2012-09-20,Fall,2012,Sep,0,Monday,Clear,0.546667,0.532192,61.8333,0.11816700000000001,939,6781,7720,workingday,Ideal
2012-09-21,Fall,2012,Sep,0,Monday,Clear,0.599167,0.571971,66.875,0.154229,1250,6917,8167,workingday,Terlalu Lembab
2012-09-22,Fall,2012,Sep,0,Sunday,Clear,0.65,0.610488,64.6667,0.283583,2512,5883,8395,weekend,Ideal
2012-09-23,Winter,2012,Sep,0,Sunday,Clear,0.529167,0.518933,46.708299999999994,0.22325799999999998,2454,5453,7907,weekend,Ideal
2012-09-24,Winter,2012,Sep,0,Monday,Clear,0.514167,0.502513,49.2917,0.142404,1001,6435,7436,workingday,Ideal
2012-09-25,Winter,2012,Sep,0,Monday,Clear,0.55,0.544179,56.99999999999999,0.236321,845,6693,7538,workingday,Ideal
2012-09-26,Winter,2012,Sep,0,Monday,Clear,0.635,0.5966130000000001,63.083299999999994,0.2444,787,6946,7733,workingday,Ideal
2012-09-27,Winter,2012,Sep,0,Monday,Misty,0.65,0.607975,69.08330000000001,0.13434200000000002,751,6642,7393,workingday,Terlalu Lembab
2012-09-28,Winter,2012,Sep,0,Monday,Misty,0.619167,0.585863,69.0,0.164179,1045,6370,7415,workingday,Terlalu Lembab
2012-09-29,Winter,2012,Sep,0,Sunday,Clear,0.5425,0.530296,54.2917,0.227604,2589,5966,8555,weekend,Ideal
2012-09-30,Winter,2012,Sep,0,Sunday,Clear,0.526667,0.517663,58.3333,0.134958,2015,4874,6889,weekend,Ideal
2012-10-01,Winter,2012,Oct,0,Monday,Misty,0.520833,0.512,64.9167,0.09080419999999999,763,6015,6778,workingday,Ideal
2012-10-02,Winter,2012,Oct,0,Monday,Light_rainsnow,0.5908329999999999,0.542333,87.16669999999999,0.104475,315,4324,4639,workingday,Terlalu Lembab
2012-10-03,Winter,2012,Oct,0,Monday,Misty,0.6575,0.599133,79.375,0.0665458,728,6844,7572,workingday,Terlalu Lembab
2012-10-04,Winter,2012,Oct,0,Monday,Misty,0.6575,0.607975,72.2917,0.117546,891,6437,7328,workingday,Terlalu Lembab
2012-10-05,Winter,2012,Oct,0,Monday,Clear,0.615,0.580187,62.74999999999999,0.10635,1516,6640,8156,workingday,Ideal
2012-10-06,Winter,2012,Oct,0,Sunday,Clear,0.554167,0.538521,66.41669999999999,0.268025,3031,4934,7965,weekend,Terlalu Lembab
2012-10-07,Winter,2012,Oct,0,Sunday,Misty,0.415833,0.419813,70.8333,0.14116199999999998,781,2729,3510,weekend,Terlalu Lembab
2012-10-08,Winter,2012,Oct,1,Sunday,Misty,0.383333,0.387608,70.9583,0.189679,874,4604,5478,weekend,Terlalu Lembab
2012-10-09,Winter,2012,Oct,0,Monday,Misty,0.446667,0.438112,76.16669999999999,0.1903,601,5791,6392,workingday,Terlalu Lembab
2012-10-10,Winter,2012,Oct,0,Monday,Clear,0.514167,0.503142,63.083299999999994,0.18782100000000002,780,6911,7691,workingday,Ideal
2012-10-11,Winter,2012,Oct,0,Monday,Clear,0.435,0.431167,46.3333,0.181596,834,6736,7570,workingday,Ideal
2012-10-12,Winter,2012,Oct,0,Monday,Clear,0.4375,0.433071,53.91669999999999,0.235092,1060,6222,7282,workingday,Ideal
2012-10-13,Winter,2012,Oct,0,Sunday,Clear,0.393333,0.391396,49.4583,0.146142,2252,4857,7109,weekend,Ideal
2012-10-14,Winter,2012,Oct,0,Sunday,Clear,0.521667,0.508204,64.0417,0.27861199999999997,2080,4559,6639,weekend,Ideal
2012-10-15,Winter,2012,Oct,0,Monday,Misty,0.561667,0.53915,70.75,0.296037,760,5115,5875,workingday,Terlalu Lembab
2012-10-16,Winter,2012,Oct,0,Monday,Clear,0.468333,0.460846,55.833299999999994,0.182221,922,6612,7534,workingday,Ideal
2012-10-17,Winter,2012,Oct,0,Monday,Clear,0.455833,0.450108,69.2917,0.101371,979,6482,7461,workingday,Terlalu Lembab
2012-10-18,Winter,2012,Oct,0,Monday,Misty,0.5225,0.512625,72.8333,0.23693699999999998,1008,6501,7509,workingday,Terlalu Lembab
2012-10-19,Winter,2012,Oct,0,Monday,Misty,0.563333,0.537896,81.5,0.134954,753,4671,5424,workingday,Terlalu Lembab
2012-10-20,Winter,2012,Oct,0,Sunday,Clear,0.484167,0.472842,57.2917,0.11753699999999999,2806,5284,8090,weekend,Ideal
2012-10-21,Winter,2012,Oct,0,Sunday,Clear,0.464167,0.456429,51.0,0.166054,2132,4692,6824,weekend,Ideal
2012-10-22,Winter,2012,Oct,0,Monday,Clear,0.4875,0.482942,56.833299999999994,0.08148330000000001,830,6228,7058,workingday,Ideal
2012-10-23,Winter,2012,Oct,0,Monday,Clear,0.544167,0.530304,64.16669999999999,0.09454580000000001,841,6625,7466,workingday,Ideal
2012-10-24,Winter,2012,Oct,0,Monday,Clear,0.5875,0.558721,63.625,0.07277919999999999,795,6898,7693,workingday,Ideal
2012-10-25,Winter,2012,Oct,0,Monday,Misty,0.55,0.529688,80.0417,0.124375,875,6484,7359,workingday,Terlalu Lembab
2012-10-26,Winter,2012,Oct,0,Monday,Misty,0.545833,0.52275,80.7083,0.132467,1182,6262,7444,workingday,Terlalu Lembab
2012-10-27,Winter,2012,Oct,0,Sunday,Misty,0.53,0.515133,72.0,0.235692,2643,5209,7852,weekend,Terlalu Lembab
2012-10-28,Winter,2012,Oct,0,Sunday,Misty,0.4775,0.467771,69.4583,0.398008,998,3461,4459,weekend,Terlalu Lembab
2012-10-29,Winter,2012,Oct,0,Monday,Light_rainsnow,0.44,0.4394,88.0,0.3582,2,20,22,workingday,Terlalu Lembab
2012-10-30,Winter,2012,Oct,0,Monday,Misty,0.318182,0.309909,82.54549999999999,0.213009,87,1009,1096,workingday,Terlalu Lembab
2012-10-31,Winter,2012,Oct,0,Monday,Misty,0.3575,0.3611,66.6667,0.166667,419,5147,5566,workingday,Terlalu Lembab
2012-11-01,Winter,2012,Nov,0,Monday,Misty,0.365833,0.369942,58.166700000000006,0.157346,466,5520,5986,workingday,Ideal
2012-11-02,Winter,2012,Nov,0,Monday,Clear,0.355,0.356042,52.208299999999994,0.266175,618,5229,5847,workingday,Ideal
2012-11-03,Winter,2012,Nov,0,Sunday,Misty,0.343333,0.323846,49.125,0.270529,1029,4109,5138,weekend,Ideal
2012-11-04,Winter,2012,Nov,0,Sunday,Clear,0.325833,0.329538,53.2917,0.179108,1201,3906,5107,weekend,Ideal
2012-11-05,Winter,2012,Nov,0,Monday,Clear,0.31916700000000003,0.308075,49.416700000000006,0.236325,378,4881,5259,workingday,Ideal
2012-11-06,Winter,2012,Nov,0,Monday,Clear,0.280833,0.281567,56.7083,0.173513,466,5220,5686,workingday,Ideal
2012-11-07,Winter,2012,Nov,0,Monday,Misty,0.295833,0.274621,54.75,0.304108,326,4709,5035,workingday,Ideal
2012-11-08,Winter,2012,Nov,0,Monday,Clear,0.352174,0.341891,33.3478,0.347835,340,4975,5315,workingday,Terlalu kering
2012-11-09,Winter,2012,Nov,0,Monday,Clear,0.361667,0.35541300000000003,54.0833,0.214558,709,5283,5992,workingday,Ideal
2012-11-10,Winter,2012,Nov,0,Sunday,Clear,0.389167,0.393937,64.5417,0.05784580000000001,2090,4446,6536,weekend,Ideal
2012-11-11,Winter,2012,Nov,0,Sunday,Clear,0.420833,0.421713,65.9167,0.1275,2290,4562,6852,weekend,Terlalu Lembab
2012-11-12,Winter,2012,Nov,1,Sunday,Clear,0.485,0.475383,74.16669999999999,0.173517,1097,5172,6269,weekend,Terlalu Lembab
2012-11-13,Winter,2012,Nov,0,Monday,Misty,0.343333,0.323225,66.29169999999999,0.342046,327,3767,4094,workingday,Terlalu Lembab
2012-11-14,Winter,2012,Nov,0,Monday,Clear,0.289167,0.281563,55.2083,0.199625,373,5122,5495,workingday,Ideal
2012-11-15,Winter,2012,Nov,0,Monday,Misty,0.321667,0.324492,62.0417,0.15298699999999998,320,5125,5445,workingday,Ideal
2012-11-16,Winter,2012,Nov,0,Monday,Clear,0.345,0.347204,52.4583,0.171025,484,5214,5698,workingday,Ideal
2012-11-17,Winter,2012,Nov,0,Sunday,Clear,0.325,0.326383,54.541700000000006,0.179729,1313,4316,5629,weekend,Ideal
2012-11-18,Winter,2012,Nov,0,Sunday,Clear,0.3425,0.337746,69.2917,0.22761199999999998,922,3747,4669,weekend,Terlalu Lembab
2012-11-19,Winter,2012,Nov,0,Monday,Misty,0.380833,0.375621,62.3333,0.235067,449,5050,5499,workingday,Ideal
2012-11-20,Winter,2012,Nov,0,Monday,Misty,0.374167,0.38066700000000003,68.5,0.082725,534,5100,5634,workingday,Terlalu Lembab
2012-11-21,Winter,2012,Nov,0,Monday,Clear,0.353333,0.364892,61.375,0.103246,615,4531,5146,workingday,Ideal
2012-11-22,Winter,2012,Nov,1,Sunday,Clear,0.34,0.350371,58.0417,0.05287080000000001,955,1470,2425,weekend,Ideal
2012-11-23,Winter,2012,Nov,0,Monday,Clear,0.36833299999999997,0.378779,56.875,0.148021,1603,2307,3910,workingday,Ideal
2012-11-24,Winter,2012,Nov,0,Sunday,Clear,0.278333,0.24874200000000002,40.458299999999994,0.376871,532,1745,2277,weekend,Terlalu kering
2012-11-25,Winter,2012,Nov,0,Sunday,Clear,0.245833,0.257583,46.8333,0.1505,309,2115,2424,weekend,Ideal
2012-11-26,Winter,2012,Nov,0,Monday,Clear,0.313333,0.33900399999999997,53.541700000000006,0.04665,337,4750,5087,workingday,Ideal
2012-11-27,Winter,2012,Nov,0,Monday,Misty,0.291667,0.281558,78.6667,0.237562,123,3836,3959,workingday,Terlalu Lembab
2012-11-28,Winter,2012,Nov,0,Monday,Clear,0.296667,0.28976199999999996,50.625,0.210821,198,5062,5260,workingday,Ideal
2012-11-29,Winter,2012,Nov,0,Monday,Clear,0.28087,0.29842199999999997,55.565200000000004,0.115522,243,5080,5323,workingday,Ideal
2012-11-30,Winter,2012,Nov,0,Monday,Clear,0.298333,0.323867,64.95830000000001,0.05847080000000001,362,5306,5668,workingday,Ideal
2012-12-01,Winter,2012,Dec,0,Sunday,Misty,0.298333,0.316904,80.6667,0.05970419999999999,951,4240,5191,weekend,Terlalu Lembab
2012-12-02,Winter,2012,Dec,0,Sunday,Misty,0.3475,0.35920799999999997,82.3333,0.12437899999999999,892,3757,4649,weekend,Terlalu Lembab
2012-12-03,Winter,2012,Dec,0,Monday,Clear,0.4525,0.455796,76.75,0.08272080000000001,555,5679,6234,workingday,Terlalu Lembab
2012-12-04,Winter,2012,Dec,0,Monday,Clear,0.475833,0.46905399999999997,73.375,0.174129,551,6055,6606,workingday,Terlalu Lembab
2012-12-05,Winter,2012,Dec,0,Monday,Clear,0.438333,0.428012,48.5,0.324021,331,5398,5729,workingday,Ideal
2012-12-06,Winter,2012,Dec,0,Monday,Clear,0.255833,0.258204,50.875,0.174754,340,5035,5375,workingday,Ideal
2012-12-07,Winter,2012,Dec,0,Monday,Misty,0.320833,0.32195799999999997,76.4167,0.1306,349,4659,5008,workingday,Terlalu Lembab
2012-12-08,Winter,2012,Dec,0,Sunday,Misty,0.38166700000000003,0.38950799999999997,91.125,0.101379,1153,4429,5582,weekend,Terlalu Lembab
2012-12-09,Winter,2012,Dec,0,Sunday,Misty,0.384167,0.390146,90.5417,0.157975,441,2787,3228,weekend,Terlalu Lembab
2012-12-10,Winter,2012,Dec,0,Monday,Misty,0.43583299999999997,0.435575,92.5,0.190308,329,4841,5170,workingday,Terlalu Lembab
2012-12-11,Winter,2012,Dec,0,Monday,Misty,0.353333,0.338363,59.666700000000006,0.296037,282,5219,5501,workingday,Ideal
2012-12-12,Winter,2012,Dec,0,Monday,Misty,0.2975,0.297338,53.833299999999994,0.162937,310,5009,5319,workingday,Ideal
2012-12-13,Winter,2012,Dec,0,Monday,Clear,0.295833,0.294188,48.5833,0.174129,425,5107,5532,workingday,Ideal
2012-12-14,Winter,2012,Dec,0,Monday,Clear,0.281667,0.294192,64.29169999999999,0.13122899999999998,429,5182,5611,workingday,Ideal
2012-12-15,Winter,2012,Dec,0,Sunday,Clear,0.324167,0.338383,65.0417,0.10635,767,4280,5047,weekend,Terlalu Lembab
2012-12-16,Winter,2012,Dec,0,Sunday,Misty,0.3625,0.369938,83.875,0.100742,538,3248,3786,weekend,Terlalu Lembab
2012-12-17,Winter,2012,Dec,0,Monday,Misty,0.393333,0.4015,90.7083,0.0982583,212,4373,4585,workingday,Terlalu Lembab
2012-12-18,Winter,2012,Dec,0,Monday,Clear,0.410833,0.409708,66.625,0.221404,433,5124,5557,workingday,Terlalu Lembab
2012-12-19,Winter,2012,Dec,0,Monday,Clear,0.3325,0.34216199999999997,62.5417,0.184092,333,4934,5267,workingday,Ideal
2012-12-20,Winter,2012,Dec,0,Monday,Misty,0.33,0.335217,66.79169999999999,0.132463,314,3814,4128,workingday,Terlalu Lembab
2012-12-21,Spring,2012,Dec,0,Monday,Misty,0.326667,0.301767,55.666700000000006,0.37438299999999997,221,3402,3623,workingday,Ideal
2012-12-22,Spring,2012,Dec,0,Sunday,Clear,0.265833,0.23611300000000002,44.125,0.407346,205,1544,1749,weekend,Terlalu kering
2012-12-23,Spring,2012,Dec,0,Sunday,Clear,0.245833,0.259471,51.5417,0.13308299999999998,408,1379,1787,weekend,Ideal
2012-12-24,Spring,2012,Dec,0,Monday,Misty,0.231304,0.2589,79.1304,0.07723039999999999,174,746,920,workingday,Terlalu Lembab
2012-12-25,Spring,2012,Dec,1,Sunday,Misty,0.291304,0.29446500000000003,73.47829999999999,0.168726,440,573,1013,weekend,Terlalu Lembab
2012-12-26,Spring,2012,Dec,0,Monday,Light_rainsnow,0.243333,0.220333,82.3333,0.316546,9,432,441,workingday,Terlalu Lembab
2012-12-27,Spring,2012,Dec,0,Monday,Misty,0.25416700000000003,0.226642,65.29169999999999,0.35013299999999997,247,1867,2114,workingday,Terlalu Lembab
2012-12-28,Spring,2012,Dec,0,Monday,Misty,0.253333,0.255046,59.0,0.155471,644,2451,3095,workingday,Ideal
2012-12-29,Spring,2012,Dec,0,Sunday,Misty,0.253333,0.2424,75.2917,0.124383,159,1182,1341,weekend,Terlalu Lembab
2012-12-30,Spring,2012,Dec,0,Sunday,Clear,0.255833,0.2317,48.3333,0.350754,364,1432,1796,weekend,Ideal
2012-12-31,Spring,2012,Dec,0,Monday,Misty,0.215833,0.223487,57.75,0.154846,439,2290,2729,workingday,Ideal
